sku,location,period,stock_end_qty,days_out_of_stock
SKU_0036,MSK,2025-08,268,0
SKU_0036,MSK,2025-09,248,0
SKU_0036,MSK,2025-10,159,0
SKU_0036,MSK,2025-11,442,0
SKU_0036,MSK,2025-12,291,0
SKU_0037,MSK,2023-01,314,0
SKU_0037,MSK,2023-02,89,0
SKU_0037,MSK,2023-03,78,0
SKU_0037,MSK,2023-04,187,0
SKU_0037,MSK,2023-05,373,0
SKU_0037,MSK,2023-06,439,0
SKU_0037,MSK,2023-07,192,0
SKU_0037,MSK,2023-08,449,0
SKU_0037,MSK,2023-09,185,0
SKU_0037,MSK,2023-10,618,0
SKU_0037,MSK,2023-11,475,0
SKU_0037,MSK,2023-12,421,0
SKU_0037,MSK,2024-01,390,0
SKU_0037,MSK,2024-02,233,0
SKU_0037,MSK,2024-03,105,0
SKU_0037,MSK,2024-04,260,0
SKU_0037,MSK,2024-05,108,0
SKU_0037,MSK,2024-06,393,0
SKU_0037,MSK,2024-07,177,0
SKU_0037,MSK,2024-08,571,0
SKU_0037,MSK,2024-09,428,0
SKU_0037,MSK,2024-10,504,0
SKU_0037,MSK,2024-11,387,0
SKU_0037,MSK,2024-12,281,0
SKU_0037,MSK,2025-01,187,0
SKU_0037,MSK,2025-02,456,0
SKU_0037,MSK,2025-03,127,0
SKU_0037,MSK,2025-04,339,0
SKU_0037,MSK,2025-05,372,0
SKU_0037,MSK,2025-06,525,0
SKU_0037,MSK,2025-07,373,0
SKU_0037,MSK,2025-08,427,0
SKU_0037,MSK,2025-09,620,0
SKU_0037,MSK,2025-10,301,0
SKU_0037,MSK,2025-11,422,0
SKU_0037,MSK,2025-12,527,0
SKU_0038,MSK,2023-01,162,0
SKU_0038,MSK,2023-02,200,0
SKU_0038,MSK,2023-03,203,0
SKU_0038,MSK,2023-04,213,0
SKU_0038,MSK,2023-05,226,0
SKU_0038,MSK,2023-06,78,0
SKU_0038,MSK,2023-07,78,0
SKU_0038,MSK,2023-08,65,0
SKU_0038,MSK,2023-09,59,0
SKU_0038,MSK,2023-10,38,0
SKU_0038,MSK,2023-11,51,0
SKU_0038,MSK,2023-12,151,0
SKU_0038,MSK,2024-01,45,0
SKU_0038,MSK,2024-02,168,0
SKU_0038,MSK,2024-03,268,0
SKU_0038,MSK,2024-04,176,0
SKU_0038,MSK,2024-05,177,0
SKU_0038,MSK,2024-06,213,0
SKU_0038,MSK,2024-07,235,0
SKU_0038,MSK,2024-08,135,0
SKU_0038,MSK,2024-09,80,0
SKU_0038,MSK,2024-10,109,0
SKU_0038,MSK,2024-11,53,0
SKU_0038,MSK,2024-12,143,0
SKU_0038,MSK,2025-01,84,0
SKU_0038,MSK,2025-02,0,30
SKU_0038,MSK,2025-03,0,30
SKU_0038,MSK,2025-04,199,0
SKU_0038,MSK,2025-05,292,0
SKU_0038,MSK,2025-06,228,0
SKU_0038,MSK,2025-07,162,0
SKU_0038,MSK,2025-08,98,0
SKU_0038,MSK,2025-09,214,0
SKU_0038,MSK,2025-10,129,0
SKU_0038,MSK,2025-11,93,0
SKU_0038,MSK,2025-12,40,0
SKU_0039,MSK,2023-01,973,0
SKU_0039,MSK,2023-02,878,0
SKU_0039,MSK,2023-03,1735,0
SKU_0039,MSK,2023-04,1074,0
SKU_0039,MSK,2023-05,2020,0
SKU_0039,MSK,2023-06,1437,0
SKU_0039,MSK,2023-07,1404,0
SKU_0039,MSK,2023-08,1024,0
SKU_0039,MSK,2023-09,2751,0
SKU_0039,MSK,2023-10,1670,0
SKU_0039,MSK,2023-11,2327,0
SKU_0039,MSK,2023-12,1285,0
SKU_0039,MSK,2024-01,596,0
SKU_0039,MSK,2024-02,834,0
SKU_0039,MSK,2024-03,645,0
SKU_0039,MSK,2024-04,2490,0
SKU_0039,MSK,2024-05,2037,0
SKU_0039,MSK,2024-06,587,0
SKU_0039,MSK,2024-07,2230,0
SKU_0039,MSK,2024-08,3266,0
SKU_0039,MSK,2024-09,2262,0
SKU_0039,MSK,2024-10,2293,0
SKU_0039,MSK,2024-11,2276,0
SKU_0039,MSK,2024-12,1351,0
SKU_0039,MSK,2025-01,1513,0
SKU_0039,MSK,2025-02,2851,0
SKU_0039,MSK,2025-03,1845,0
SKU_0039,MSK,2025-04,1769,0
SKU_0039,MSK,2025-05,1952,0
SKU_0039,MSK,2025-06,2550,0
SKU_0039,MSK,2025-07,963,0
SKU_0039,MSK,2025-08,2508,0
SKU_0039,MSK,2025-09,2426,0
SKU_0039,MSK,2025-10,2492,0
SKU_0039,MSK,2025-11,1184,0
SKU_0039,MSK,2025-12,2876,0
SKU_0040,MSK,2023-01,0,0
SKU_0040,MSK,2023-02,0,0
SKU_0040,MSK,2023-03,1,0
SKU_0040,MSK,2023-04,1,0
SKU_0040,MSK,2023-05,50,0
SKU_0040,MSK,2023-06,1,0
SKU_0040,MSK,2023-07,48,0
SKU_0040,MSK,2023-08,1,0
SKU_0040,MSK,2023-09,1,0
SKU_0040,MSK,2023-10,16,0
SKU_0040,MSK,2023-11,1,0
SKU_0040,MSK,2023-12,25,0
SKU_0040,MSK,2024-01,1,0
SKU_0040,MSK,2024-02,2,0
SKU_0040,MSK,2024-03,35,0
SKU_0040,MSK,2024-04,50,0
SKU_0040,MSK,2024-05,1,0
SKU_0040,MSK,2024-06,1,0
SKU_0040,MSK,2024-07,1,0
SKU_0040,MSK,2024-08,1,0
SKU_0040,MSK,2024-09,11,0
SKU_0040,MSK,2024-10,2,0
SKU_0040,MSK,2024-11,24,0
SKU_0040,MSK,2024-12,2,0
SKU_0040,MSK,2025-01,2,0
SKU_0040,MSK,2025-02,2,0
SKU_0040,MSK,2025-03,1,0
SKU_0040,MSK,2025-04,19,0
SKU_0040,MSK,2025-05,21,0
SKU_0040,MSK,2025-06,1,0
SKU_0040,MSK,2025-07,2,0
SKU_0040,MSK,2025-08,1,0
SKU_0040,MSK,2025-09,41,0
SKU_0040,MSK,2025-10,0,0
SKU_0040,MSK,2025-11,12,0
SKU_0040,MSK,2025-12,1,0
